reg,cl_age90,jour,hosp,rea,HospConv,SSR_USLD,autres,rad,dc
52,79,2021-03-22,198,27,121.0,49.0,1.0,1829,388
3,9,2021-05-09,1,0,1.0,0.0,0.0,123,0
1,69,2021-06-04,40,10,20.0,10.0,0.0,333,72
93,0,2021-06-28,868,132,190.0,530.0,16.0,40493,8036
94,89,2021-05-13,13,0,5.0,8.0,0.0,181,78
84,79,2021-04-10,964,216,555.0,182.0,11.0,9124,2242
4,29,2021-07-13,4,1,3.0,0.0,0.0,141,1
53,59,2021-07-05,25,3,12.0,6.0,4.0,1076,43
28,9,2021-04-20,2,0,1.0,1.0,0.0,55,0
1,69,2021-07-03,23,8,6.0,9.0,0.0,366,80
32,29,2021-03-04,22,4,,,,697,3
75,19,2021-07-23,2,0,2.0,0.0,0.0,147,0
24,29,2021-04-13,10,1,5.0,1.0,3.0,231,1
24,19,2021-08-02,0,0,0.0,0.0,0.0,85,0
93,49,2021-07-25,48,7,23.0,14.0,4.0,3188,56
94,19,2021-05-21,0,0,0.0,0.0,0.0,5,0
11,49,2020-12-19,162,41,,,,5141,212
52,9,2021-04-26,7,3,4.0,0.0,0.0,68,0
4,90,2021-07-19,6,0,4.0,2.0,0.0,29,23
28,19,2021-01-31,2,0,,,,36,0
93,79,2021-04-16,786,175,333.0,275.0,3.0,7030,1588
6,69,2021-06-25,0,0,0.0,0.0,0.0,196,32
4,89,2021-04-14,21,3,9.0,9.0,0.0,106,31
94,49,2021-05-05,2,1,0.0,0.0,1.0,59,2
4,89,2021-06-27,21,2,8.0,11.0,0.0,165,68
44,90,2021-05-13,200,1,122.0,77.0,0.0,3264,2050
2,29,2021-03-02,0,0,,,,13,0
27,89,2021-07-11,96,0,34.0,60.0,2.0,4910,2010
75,39,2021-04-19,20,6,11.0,3.0,0.0,583,2
52,29,2021-03-30,10,2,7.0,1.0,0.0,282,0
44,89,2021-02-18,792,28,,,,6621,3215
32,69,2021-06-17,280,85,102.0,90.0,3.0,6815,1127
6,90,2021-03-17,0,0,0.0,0.0,0.0,5,1
44,39,2021-07-14,10,2,5.0,2.0,1.0,1684,32
11,19,2021-06-15,12,1,8.0,0.0,3.0,1011,4
84,9,2021-07-24,2,1,1.0,0.0,0.0,327,0
24,49,2021-06-17,21,4,9.0,8.0,0.0,900,14
11,90,2021-01-08,754,10,,,,4628,2486
2,89,2021-06-08,4,0,4.0,0.0,0.0,83,29
3,49,2020-03-28,0,0,,,,0,0
53,59,2020-12-04,34,7,,,,379,13
28,79,2021-04-04,336,66,159.0,109.0,2.0,2249,569
75,90,2021-07-29,62,0,35.0,27.0,0.0,2013,1045
76,29,2021-06-09,9,1,6.0,1.0,1.0,577,4
1,49,2020-12-15,4,0,,,,97,7
24,49,2021-05-28,34,10,18.0,6.0,0.0,866,14
28,59,2020-12-21,72,17,,,,677,48
75,9,2021-07-09,2,2,0.0,0.0,0.0,115,0
32,79,2021-04-23,800,193,419.0,185.0,3.0,6613,1869
93,79,2020-12-29,630,105,,,,3706,765
27,69,2021-02-21,219,44,,,,2113,314
52,49,2021-03-21,32,2,29.0,1.0,0.0,602,12
4,90,2021-07-12,7,0,5.0,2.0,0.0,29,20
44,0,2021-02-24,2340,292,,,,27713,7946
93,0,2021-01-18,2724,322,,,,20666,4064
44,49,2021-07-21,19,6,7.0,4.0,2.0,2744,85
53,0,2021-05-17,674,76,367.0,186.0,45.0,7354,1587
76,39,2021-07-07,10,3,7.0,0.0,0.0,979,6
28,29,2021-01-26,11,2,,,,158,0
94,59,2021-01-12,1,0,,,,83,5
11,49,2021-03-13,270,83,,,,6424,251
94,49,2021-01-01,1,0,,,,40,2
11,0,2021-05-31,4322,859,1683.0,1713.0,67.0,96030,20168
2,49,2021-06-15,1,0,1.0,0.0,0.0,101,8
1,89,2021-04-26,22,0,16.0,6.0,0.0,126,63
44,29,2021-04-02,20,2,15.0,0.0,3.0,745,3
44,49,2021-04-25,140,40,88.0,10.0,2.0,2312,80
44,49,2021-03-29,124,25,93.0,6.0,0.0,2000,71
3,9,2021-05-02,0,0,0.0,0.0,0.0,123,0
28,9,2021-03-17,1,0,1.0,0.0,0.0,41,0
53,29,2021-07-27,5,0,4.0,0.0,1.0,258,0
44,59,2021-07-28,51,11,19.0,18.0,3.0,4923,331
93,39,2021-03-18,56,9,37.0,6.0,4.0,1556,9
24,69,2021-02-27,144,31,,,,1282,162
32,59,2021-02-19,213,53,,,,2863,191
84,90,2020-12-03,886,2,,,,2294,1350
6,0,2021-03-11,109,25,,,,1069,99
94,39,2021-05-18,2,0,0.0,2.0,0.0,51,1
44,39,2021-07-26,10,2,5.0,2.0,1.0,1698,32
11,0,2020-03-18,957,294,,,,129,36
28,29,2021-02-04,11,3,,,,163,0
53,89,2020-03-26,43,4,,,,9,14
32,19,2021-06-21,4,0,2.0,2.0,0.0,324,2
3,39,2021-01-28,2,0,,,,444,1
2,19,2020-12-14,0,0,,,,2,0
1,39,2021-04-09,1,0,1.0,0.0,0.0,73,2
3,19,2021-03-10,1,0,,,,175,0
76,59,2021-02-06,142,36,,,,1507,50
4,0,2021-07-17,138,35,73.0,30.0,0.0,2192,268
75,19,2021-05-10,5,1,3.0,0.0,1.0,126,0
2,29,2021-02-28,0,0,,,,13,0
76,79,2021-02-17,416,100,,,,2865,631
28,79,2021-01-08,282,40,,,,1315,335
24,29,2020-12-09,4,0,,,,122,0
1,19,2021-01-06,0,0,,,,9,0
44,19,2021-07-20,4,0,3.0,0.0,1.0,252,0
4,89,2021-06-24,21,0,10.0,11.0,0.0,163,68
24,19,2021-02-04,0,0,,,,46,0
76,49,2021-07-15,19,3,7.0,9.0,0.0,1643,31
1,29,2021-03-03,0,0,,,,23,0
44,0,2021-01-21,3003,321,,,,23809,6777
6,59,2021-05-15,3,0,3.0,0.0,0.0,205,16
75,90,2021-04-16,151,0,104.0,47.0,0.0,1721,920
24,29,2021-06-01,8,0,5.0,1.0,2.0,290,1
11,9,2021-07-11,3,1,2.0,0.0,0.0,984,3
11,49,2021-02-23,214,53,,,,5997,240
94,89,2021-05-16,13,0,4.0,8.0,1.0,181,78
93,39,2021-07-17,11,1,5.0,4.0,1.0,2163,15
28,89,2021-03-06,386,10,,,,2276,909
75,29,2021-07-15,2,0,2.0,0.0,0.0,503,2
94,79,2021-01-23,10,2,,,,119,31
44,39,2021-05-02,64,12,45.0,6.0,1.0,1499,31
24,90,2021-01-15,168,2,,,,681,422
75,59,2021-05-17,123,38,69.0,15.0,1.0,1984,97
84,59,2021-07-19,72,16,28.0,24.0,4.0,6364,293
52,19,2021-08-01,1,0,0.0,1.0,0.0,106,0
52,90,2021-03-24,123,1,70.0,52.0,0.0,1259,618
2,9,2021-07-06,0,0,0.0,0.0,0.0,1,0
44,69,2021-01-04,450,95,,,,3959,633
84,59,2021-01-27,282,54,,,,3611,162
44,79,2021-05-19,450,97,234.0,116.0,3.0,7578,2343
93,29,2021-01-24,11,2,,,,838,2
24,79,2021-02-15,270,47,,,,1431,340
94,19,2021-08-01,1,0,1.0,0.0,0.0,8,0
28,19,2021-02-02,4,0,,,,36,0
44,59,2020-12-16,166,40,,,,2475,150
2,59,2021-07-16,18,4,12.0,2.0,0.0,170,9
27,59,2021-03-01,74,19,,,,1368,93
52,49,2021-05-14,28,8,17.0,3.0,0.0,871,20
53,9,2021-05-27,2,0,2.0,0.0,0.0,61,0
84,59,2021-04-03,332,83,215.0,33.0,1.0,4716,218
94,90,2020-03-18,0,0,,,,0,0
84,9,2021-04-17,7,2,4.0,1.0,0.0,268,0
76,69,2021-04-29,365,131,163.0,66.0,5.0,3307,374
94,0,2021-03-31,138,11,68.0,56.0,3.0,706,168
75,39,2021-05-14,19,5,13.0,1.0,0.0,652,3
6,19,2020-12-16,0,0,,,,26,0
6,89,2021-03-24,5,0,5.0,0.0,0.0,58,27
94,9,2021-03-02,0,0,,,,11,0
3,49,2020-12-30,5,1,,,,269,3
6,59,2021-03-08,19,7,,,,168,12
53,69,2020-12-06,90,24,,,,468,52
75,89,2020-12-29,378,21,,,,1818,719
1,90,2021-02-01,8,0,,,,20,7
3,79,2021-01-13,6,1,,,,122,18
27,49,2021-04-22,60,12,40.0,2.0,6.0,1053,22
11,0,2021-01-24,4923,600,,,,58409,13049
11,29,2021-06-13,60,7,33.0,7.0,13.0,3682,35
28,79,2021-06-19,152,18,65.0,69.0,0.0,2949,738
28,59,2020-12-23,68,17,,,,687,48
52,29,2021-05-26,2,1,1.0,0.0,0.0,370,0
84,29,2021-03-12,21,1,,,,1073,9
75,90,2021-01-03,218,4,,,,942,492
4,29,2021-01-06,5,0,,,,64,1
3,69,2021-03-11,6,1,,,,251,22
93,39,2021-02-14,38,4,,,,1333,7
24,89,2021-05-16,220,5,100.0,115.0,0.0,2641,1065
94,29,2021-05-29,1,0,1.0,0.0,0.0,22,0
3,90,2021-06-08,2,0,1.0,1.0,0.0,13,8
94,9,2021-06-30,0,0,0.0,0.0,0.0,11,0
94,59,2020-12-20,3,2,,,,78,5
75,89,2021-05-05,359,20,229.0,109.0,1.0,3609,1479
11,69,2021-02-12,815,214,,,,11157,1882
11,0,2020-03-19,1482,410,,,,251,73
27,49,2021-03-29,37,8,21.0,4.0,4.0,928,21
93,49,2021-04-23,155,40,81.0,30.0,4.0,2683,41
76,19,2021-05-22,6,0,6.0,0.0,0.0,182,0
32,59,2020-03-21,50,25,,,,28,0
6,79,2021-07-07,0,0,0.0,0.0,0.0,129,33
6,90,2021-07-18,0,0,0.0,0.0,0.0,5,1
24,79,2021-06-27,77,16,18.0,41.0,2.0,2505,570
52,79,2021-04-12,228,48,133.0,45.0,2.0,2070,430
44,9,2020-12-14,1,0,,,,186,1
32,89,2021-06-02,535,17,274.0,244.0,0.0,7893,3524
24,69,2021-05-30,112,32,37.0,43.0,0.0,2087,240
2,90,2021-05-16,2,0,2.0,0.0,0.0,15,10
53,59,2021-01-22,39,5,,,,449,15
28,9,2021-05-22,2,0,1.0,1.0,0.0,74,0
2,0,2021-05-13,69,14,50.0,5.0,0.0,735,90
3,39,2021-05-02,5,0,5.0,0.0,0.0,480,1
84,49,2021-01-25,91,16,,,,2000,42
76,90,2020-12-24,218,7,,,,1026,532
24,79,2021-01-30,280,46,,,,1279,303
11,69,2021-06-11,636,224,197.0,204.0,11.0,17688,2872
93,79,2021-02-13,886,155,,,,5022,1111
2,89,2021-06-10,4,0,4.0,0.0,0.0,84,29
4,9,2021-06-17,1,0,1.0,0.0,0.0,27,0
32,39,2020-03-27,34,7,,,,51,0
32,49,2020-03-20,28,6,,,,25,0
44,19,2021-02-12,2,0,,,,169,0
4,79,2021-02-09,7,4,,,,120,19
3,79,2020-12-13,1,0,,,,115,17
1,90,2021-07-09,5,0,2.0,3.0,0.0,42,23
76,29,2021-06-17,7,1,4.0,1.0,1.0,585,5
4,49,2021-02-15,15,6,,,,97,3
76,0,2021-02-09,1866,277,,,,12730,2856
52,69,2021-05-08,150,46,81.0,22.0,1.0,1852,220
3,0,2021-04-27,73,19,47.0,5.0,2.0,2337,95
94,0,2021-04-05,94,16,65.0,10.0,3.0,766,171
24,89,2021-05-04,272,6,149.0,117.0,0.0,2553,1024
32,39,2021-03-27,58,14,37.0,6.0,1.0,1237,17
32,69,2021-06-08,351,110,145.0,92.0,4.0,6715,1116
75,90,2021-04-09,150,0,102.0,48.0,0.0,1690,906
28,79,2021-03-12,288,57,,,,1981,500
24,19,2021-04-20,1,0,1.0,0.0,0.0,62,0
1,29,2021-06-01,0,0,0.0,0.0,0.0,32,0
24,89,2021-02-03,343,14,,,,1669,720
76,19,2021-01-16,1,0,,,,108,0
52,29,2020-12-24,5,0,,,,184,0
52,9,2021-07-27,3,0,3.0,0.0,0.0,71,0
53,9,2020-03-23,0,0,,,,3,0
11,79,2020-03-19,301,92,,,,30,19
3,39,2021-04-16,0,0,0.0,0.0,0.0,472,1
11,69,2020-03-25,946,321,,,,200,48
76,39,2020-12-27,8,1,,,,441,3
3,39,2021-02-02,5,1,,,,446,1
24,49,2021-04-14,43,13,26.0,4.0,0.0,661,14
6,79,2021-06-19,0,0,0.0,0.0,0.0,129,33
27,29,2021-05-26,9,2,5.0,1.0,1.0,501,4
24,19,2021-02-05,0,0,,,,46,0
24,39,2021-01-19,10,0,,,,254,2
4,9,2021-02-17,0,0,,,,21,0
75,49,2021-03-25,42,5,34.0,3.0,0.0,790,21
2,69,2021-02-16,2,0,,,,86,9
75,39,2021-05-24,14,3,10.0,1.0,0.0,672,3
3,9,2021-06-26,1,0,1.0,0.0,0.0,134,1
3,29,2021-01-10,2,0,,,,428,3
93,0,2021-04-23,3119,547,1480.0,1071.0,21.0,35557,7319
93,9,2020-03-26,2,0,,,,9,0
28,29,2021-06-17,7,0,7.0,0.0,0.0,321,2
11,89,2021-07-03,337,13,69.0,251.0,4.0,16751,6891
28,39,2021-03-01,19,4,,,,296,5
3,29,2021-05-07,4,1,3.0,0.0,0.0,475,3
52,69,2020-12-16,129,27,,,,867,97
75,90,2021-02-24,192,2,,,,1418,769
94,89,2021-04-29,15,0,7.0,8.0,0.0,174,76
84,39,2021-08-04,40,9,27.0,2.0,2.0,2406,20
44,90,2021-05-18,184,1,110.0,73.0,0.0,3292,2058
94,79,2021-04-28,24,3,12.0,9.0,0.0,188,46
93,9,2020-12-03,8,2,,,,152,0
76,79,2021-04-23,496,143,236.0,115.0,2.0,3869,852
76,19,2021-06-05,4,0,3.0,0.0,1.0,187,0
3,49,2021-07-23,10,4,5.0,0.0,1.0,462,7
24,69,2021-04-15,205,74,86.0,45.0,0.0,1678,210
1,79,2021-04-29,31,4,21.0,6.0,0.0,191,79
6,89,2021-04-16,0,0,0.0,0.0,0.0,62,28
76,79,2021-07-22,117,16,42.0,57.0,2.0,4592,1007
2,89,2021-07-05,2,1,1.0,0.0,0.0,89,29
11,9,2021-04-16,13,3,9.0,1.0,0.0,833,3
27,90,2021-05-30,83,1,35.0,47.0,0.0,2193,1127
2,9,2021-08-01,0,0,0.0,0.0,0.0,1,0
24,39,2020-12-03,11,2,,,,203,2
11,69,2021-05-28,914,323,341.0,237.0,13.0,17259,2821
4,90,2020-12-26,0,0,,,,7,0
53,59,2021-03-07,53,12,,,,566,25
93,90,2021-07-12,72,0,19.0,53.0,0.0,3568,1882
84,0,2021-03-07,3130,417,,,,38000,9256
11,0,2021-07-27,1587,262,519.0,753.0,53.0,101024,20657
28,79,2021-04-08,357,75,181.0,99.0,2.0,2295,582
44,0,2021-03-02,2274,295,,,,28287,8112
44,59,2021-06-25,82,23,34.0,24.0,1.0,4864,326
53,0,2021-03-21,657,81,361.0,180.0,35.0,5380,1264
84,89,2021-04-29,813,29,524.0,255.0,5.0,10825,4553
84,29,2021-01-25,27,3,,,,915,7
53,9,2021-03-04,1,0,,,,45,0
44,29,2021-05-17,19,3,12.0,1.0,3.0,895,3
32,9,2021-07-30,3,0,3.0,0.0,0.0,320,1
75,90,2021-07-26,57,0,30.0,27.0,0.0,2013,1044
4,79,2020-12-28,10,2,,,,106,17
4,59,2021-02-25,38,22,,,,153,6
44,39,2021-04-14,57,14,39.0,3.0,1.0,1382,28
53,29,2021-06-21,3,0,2.0,0.0,1.0,244,0
94,39,2021-01-26,1,0,,,,32,1
2,49,2021-07-21,12,1,11.0,0.0,0.0,106,8
84,39,2020-12-29,39,4,,,,1278,10
11,39,2021-02-19,126,21,,,,4071,75
52,89,2020-12-22,308,4,,,,1472,532
32,59,2021-01-08,147,32,,,,2395,162
1,59,2021-01-18,7,0,,,,139,10
2,39,2020-03-22,3,0,,,,0,0
3,0,2021-02-12,28,11,,,,2185,76
4,49,2021-06-23,18,6,8.0,4.0,0.0,272,6
4,59,2021-06-17,24,9,9.0,6.0,0.0,391,28
11,79,2021-01-06,1074,159,,,,9969,2855
76,89,2021-03-17,396,21,183.0,191.0,1.0,3485,1378
24,9,2021-07-17,0,0,0.0,0.0,0.0,88,0
84,59,2021-07-22,74,15,33.0,22.0,4.0,6379,294
44,90,2021-02-19,348,2,,,,2618,1654
75,29,2021-07-09,2,0,2.0,0.0,0.0,500,2
94,79,2021-06-19,9,2,1.0,4.0,2.0,208,49
1,90,2021-08-02,5,0,3.0,2.0,0.0,45,25
75,9,2021-02-09,6,2,,,,68,0
94,79,2021-03-26,33,7,11.0,15.0,0.0,146,41
2,90,2021-07-21,2,0,2.0,0.0,0.0,18,10
52,39,2021-01-25,5,1,,,,325,3
93,9,2020-12-28,4,1,,,,164,0
4,0,2021-05-29,163,38,86.0,39.0,0.0,1740,204
75,29,2021-02-12,8,2,,,,294,2
53,39,2021-05-06,9,0,7.0,1.0,1.0,352,3
32,89,2021-05-25,639,19,355.0,264.0,1.0,7764,3481
75,9,2021-08-02,2,1,1.0,0.0,0.0,128,0
53,9,2021-01-29,1,0,,,,39,0
4,79,2020-03-19,1,1,,,,0,0
94,69,2021-01-03,4,2,,,,87,12
24,59,2021-07-28,29,6,7.0,13.0,3.0,1599,81
32,89,2021-02-18,817,35,,,,5306,2358
11,79,2020-12-22,1044,167,,,,9554,2733
1,90,2020-12-07,11,0,,,,16,7
75,90,2020-12-08,256,1,,,,703,370
27,29,2021-02-23,18,2,,,,342,3
1,90,2021-07-16,6,0,3.0,3.0,0.0,42,23
44,90,2020-12-26,441,4,,,,1831,1167
75,59,2021-05-10,136,46,73.0,16.0,1.0,1929,95
76,19,2021-03-21,3,1,2.0,0.0,0.0,135,0
93,29,2021-02-23,30,2,,,,933,4
24,69,2021-04-14,200,64,91.0,44.0,1.0,1665,208
11,69,2021-01-30,791,193,,,,10670,1811
44,69,2020-12-05,353,86,,,,3499,528
4,69,2021-01-09,13,0,,,,153,12
94,9,2021-02-14,0,0,,,,11,0
52,0,2021-02-07,1006,99,,,,7744,1807
44,49,2021-01-13,68,18,,,,1554,53
93,59,2021-07-02,98,22,26.0,43.0,7.0,5569,219
93,90,2021-04-26,326,3,160.0,163.0,0.0,3201,1754
44,19,2021-07-25,3,0,2.0,0.0,1.0,255,0
4,9,2021-06-23,0,0,0.0,0.0,0.0,27,0
27,49,2021-02-15,30,5,,,,826,18
93,0,2021-05-10,2474,423,1043.0,979.0,29.0,37738,7716
94,19,2021-06-09,0,0,0.0,0.0,0.0,5,0
6,39,2021-01-23,1,0,,,,79,0
28,90,2021-01-22,201,1,,,,692,396
11,39,2021-08-02,98,20,59.0,12.0,7.0,7126,112
93,19,2021-01-25,12,4,,,,239,0
27,9,2021-05-29,1,0,1.0,0.0,0.0,81,0
4,29,2021-07-25,4,0,4.0,0.0,0.0,151,1
4,49,2021-06-30,17,4,9.0,4.0,0.0,281,7
52,89,2020-12-14,336,6,,,,1343,501
32,49,2021-01-06,54,6,,,,1367,33
75,89,2021-03-31,330,11,190.0,129.0,0.0,3245,1326
6,39,2021-04-14,2,1,1.0,0.0,0.0,180,1
94,0,2021-05-09,56,9,19.0,25.0,3.0,907,199
11,39,2021-07-24,73,17,40.0,10.0,6.0,7040,110
53,89,2021-05-14,188,2,110.0,67.0,9.0,1717,669
28,29,2021-02-21,9,3,,,,170,0
3,29,2021-01-07,3,0,,,,427,3
28,69,2021-04-05,298,74,149.0,74.0,1.0,1864,312
44,0,2021-03-06,2245,297,,,,28702,8203
52,0,2021-05-11,748,125,453.0,167.0,3.0,12142,2610
27,9,2021-07-13,0,0,0.0,0.0,0.0,87,0
32,9,2021-05-31,4,1,3.0,0.0,0.0,299,0
27,39,2021-01-22,18,4,,,,412,8
44,29,2021-03-23,14,2,9.0,1.0,2.0,721,3
27,89,2021-05-17,259,8,161.0,89.0,1.0,4674,1970
11,59,2021-07-09,226,58,61.0,97.0,10.0,15892,1193
11,29,2021-07-01,33,3,16.0,9.0,5.0,3757,35
53,19,2020-12-18,1,1,,,,33,0
3,19,2021-05-08,1,0,1.0,0.0,0.0,184,0
93,79,2021-01-24,791,129,,,,4317,935
44,9,2021-01-31,1,0,,,,204,1
28,49,2021-03-10,41,7,,,,515,24
94,89,2021-06-10,6,0,0.0,6.0,0.0,187,80
27,69,2021-03-11,207,42,,,,2276,329
84,79,2020-12-14,1105,181,,,,5383,1283
27,79,2021-08-02,43,6,22.0,15.0,0.0,4436,1072
6,69,2021-01-15,0,0,,,,87,12
93,9,2021-03-02,4,0,,,,216,0
1,0,2021-06-02,123,24,65.0,34.0,0.0,1376,287
84,89,2021-01-05,1406,35,,,,6872,2928
28,29,2021-07-06,4,0,4.0,0.0,0.0,335,2
11,79,2021-07-18,334,58,77.0,188.0,11.0,17707,4913
6,0,2021-04-20,16,6,10.0,0.0,0.0,1228,124
94,90,2021-04-21,8,0,6.0,2.0,0.0,73,36
4,69,2021-05-08,32,10,18.0,4.0,0.0,325,39
11,89,2021-07-12,310,13,61.0,232.0,4.0,16807,6902
75,49,2021-03-21,39,7,29.0,3.0,0.0,765,20
44,59,2021-03-12,178,58,,,,3475,240
94,79,2021-07-09,7,0,1.0,4.0,2.0,209,50
27,90,2021-06-01,87,0,39.0,48.0,0.0,2195,1127
11,69,2020-12-27,708,168,,,,9765,1688
52,0,2021-06-09,353,65,155.0,131.0,2.0,13003,2700
32,89,2021-05-15,721,19,412.0,289.0,1.0,7607,3427
11,0,2021-02-24,5064,804,,,,65472,14687
11,49,2021-06-23,133,38,57.0,29.0,9.0,9864,338
24,29,2021-01-19,5,1,,,,144,0
11,69,2021-05-01,1519,558,703.0,242.0,16.0,15858,2598
4,90,2021-05-20,8,0,5.0,3.0,0.0,20,11
27,19,2021-03-23,2,1,0.0,0.0,1.0,148,0
27,9,2021-01-26,0,0,,,,53,0
53,49,2021-04-05,45,10,25.0,3.0,7.0,409,7
11,29,2020-12-03,57,5,,,,1762,15
75,9,2021-06-07,1,0,1.0,0.0,0.0,110,0
1,9,2021-06-24,0,0,0.0,0.0,0.0,28,0
1,29,2021-02-09,0,0,,,,20,0
11,29,2021-05-12,107,21,61.0,9.0,16.0,3400,35
44,19,2021-04-13,4,0,2.0,0.0,2.0,215,0
4,0,2020-03-23,2,2,,,,0,0
24,19,2021-05-22,2,1,1.0,0.0,0.0,74,0
2,39,2021-03-13,3,1,,,,26,3
32,69,2020-12-06,411,105,,,,2685,436
75,29,2020-12-13,10,0,,,,214,2
94,0,2021-02-12,60,11,,,,592,133
11,19,2021-07-13,9,1,5.0,0.0,3.0,1042,4
2,49,2021-05-08,5,4,1.0,0.0,0.0,96,7
53,69,2021-07-08,52,5,24.0,17.0,6.0,1277,153
76,59,2021-03-08,101,23,,,,1808,59
3,39,2021-02-19,3,0,,,,453,1
1,29,2021-04-19,0,0,0.0,0.0,0.0,24,0
32,90,2021-06-25,136,3,63.0,70.0,0.0,3271,1929
32,29,2021-04-30,38,6,29.0,2.0,1.0,916,5
53,89,2021-05-03,229,2,146.0,71.0,10.0,1643,645
76,19,2021-06-19,4,0,4.0,0.0,0.0,191,0
52,39,2020-03-20,0,0,,,,4,0
6,39,2020-03-21,0,0,,,,0,0
1,9,2021-01-10,0,0,,,,21,0
32,39,2021-04-19,67,18,43.0,4.0,2.0,1424,23
24,0,2021-01-18,1003,111,,,,6042,1491
53,59,2021-03-19,60,12,39.0,6.0,3.0,611,25
76,29,2021-04-20,19,2,17.0,0.0,0.0,496,3
11,49,2021-01-11,179,39,,,,5365,218
6,9,2021-03-16,0,0,0.0,0.0,0.0,27,0
24,79,2020-12-07,218,52,,,,916,200
93,59,2021-06-23,116,35,28.0,48.0,5.0,5544,213
93,79,2021-01-29,838,150,,,,4492,981
2,39,2021-07-03,2,2,0.0,0.0,0.0,53,4
53,0,2020-12-23,581,50,,,,3209,678
52,90,2020-12-20,220,1,,,,654,325
1,0,2021-03-16,34,12,18.0,4.0,0.0,861,183
24,89,2021-04-28,291,7,165.0,119.0,0.0,2490,1004
32,19,2021-03-02,8,1,,,,196,1
52,39,2021-02-23,7,1,,,,373,3
4,49,2021-04-30,21,5,10.0,6.0,0.0,192,5
24,19,2021-07-21,0,0,0.0,0.0,0.0,84,0
2,59,2021-05-30,9,2,5.0,2.0,0.0,161,9
11,39,2021-06-28,69,14,42.0,6.0,7.0,6921,110
1,9,2020-12-27,0,0,,,,21,0
11,0,2021-07-17,1547,252,442.0,796.0,57.0,100551,20616
76,19,2021-08-02,9,0,7.0,2.0,0.0,221,0
24,79,2021-06-22,90,24,18.0,46.0,2.0,2494,567
28,90,2021-01-16,211,1,,,,635,377
3,79,2021-06-29,15,7,7.0,1.0,0.0,226,34
84,59,2021-02-13,246,45,,,,3916,187
11,0,2021-03-30,7325,1525,3934.0,1767.0,99.0,75176,16683
84,19,2021-07-26,5,0,3.0,1.0,1.0,462,1
6,29,2021-06-11,0,0,0.0,0.0,0.0,180,1
27,69,2021-03-07,200,41,,,,2242,328
24,9,2021-06-25,0,0,0.0,0.0,0.0,88,0
44,89,2021-07-07,115,3,59.0,52.0,1.0,8743,4098
3,69,2021-01-02,5,1,,,,213,19
84,29,2021-01-15,32,2,,,,888,6
11,0,2021-02-11,5158,728,,,,62433,13992
11,29,2021-04-02,118,16,89.0,5.0,8.0,2730,28
94,90,2021-05-28,3,0,0.0,3.0,0.0,83,43
32,90,2021-03-05,325,4,,,,2371,1410
52,90,2021-07-19,16,0,6.0,10.0,0.0,1595,732
75,9,2020-12-29,4,0,,,,60,0
94,29,2021-07-23,0,0,0.0,0.0,0.0,25,0
11,79,2021-08-01,333,51,95.0,177.0,10.0,17806,4935
84,69,2020-12-12,637,179,,,,4009,450
52,79,2021-03-15,177,23,104.0,50.0,0.0,1775,383
28,0,2020-12-19,1116,86,,,,5393,1388
76,9,2021-07-13,0,0,0.0,0.0,0.0,162,0
27,89,2021-01-21,598,19,,,,2997,1319
24,90,2021-03-12,138,2,,,,992,586
4,79,2020-12-20,9,1,,,,104,17
3,19,2021-01-06,2,0,,,,159,0
53,29,2021-07-30,6,0,5.0,0.0,1.0,259,0
93,0,2021-02-20,3396,446,,,,25789,5416
28,90,2021-06-08,108,0,41.0,67.0,0.0,1448,754
6,49,2021-01-12,0,0,,,,78,7
84,9,2021-05-03,8,3,4.0,1.0,0.0,284,0
93,39,2021-03-17,52,8,34.0,6.0,4.0,1551,9
4,49,2021-04-15,27,3,17.0,7.0,0.0,169,5
11,90,2021-01-21,742,10,,,,4909,2614
24,59,2020-12-04,62,14,,,,535,29
2,89,2021-02-13,0,0,,,,48,12
27,90,2021-07-24,48,0,24.0,24.0,0.0,2259,1142
24,29,2021-01-31,7,2,,,,152,0
93,90,2021-05-01,287,1,141.0,145.0,0.0,3267,1791
76,89,2021-06-16,164,4,63.0,97.0,0.0,4597,1811
32,59,2020-12-03,195,48,,,,2066,121
93,69,2021-04-18,660,188,299.0,171.0,2.0,6273,602
53,89,2020-03-22,30,6,,,,4,9
1,59,2021-02-23,5,3,,,,152,10
3,79,2021-04-06,0,0,0.0,0.0,0.0,149,23
84,9,2020-03-22,5,1,,,,1,0
3,49,2021-03-16,5,4,1.0,0.0,0.0,312,3
27,9,2021-03-17,0,0,0.0,0.0,0.0,66,0
76,69,2020-12-21,186,64,,,,1694,180
4,69,2021-02-09,12,3,,,,176,13
24,39,2021-06-06,14,4,7.0,2.0,1.0,505,3
32,90,2021-05-21,274,3,154.0,117.0,0.0,3104,1872
76,9,2021-07-28,1,0,1.0,0.0,0.0,164,0
24,69,2021-02-09,150,28,,,,1177,145
94,59,2021-05-06,5,2,2.0,1.0,0.0,129,8
84,29,2021-06-02,15,6,9.0,0.0,0.0,1419,11
3,90,2020-03-28,0,0,,,,0,0
27,79,2021-05-28,179,34,75.0,70.0,0.0,4239,1037
4,79,2021-02-07,7,3,,,,119,19
27,9,2021-02-09,2,0,,,,55,0
52,90,2020-12-02,196,0,,,,518,256
52,49,2021-01-01,10,2,,,,442,8
93,19,2021-03-22,6,2,4.0,0.0,0.0,312,0
